County,County Code,Year,Zip,Tests,Less than 5 mcg/dL,5-10 mcg/dL,10 – 15 mcg/dL,15 + mcg/dL,Total Elevated Blood Levels ,Percent,"Rate per 1,000",Zip Code Location,County Location
Oneida,65,2016,13424,16,16,0,0,0,0,0,0,"(43.154445, -75.332472)","(43.242727, -75.434282)"
Otsego,77,2020,13808,17,,,0,0,0,0,0,"(42.547176, -75.24308)","(42.629776, -75.028841)"
Essex,31,2008,12941,7,7,0,0,0,0,0,0,"(44.353596, -73.71053)","(44.108971, -73.777573)"
Essex,31,2016,12997,6,6,0,0,0,0,0,0,"(44.388992, -73.8437)","(44.108971, -73.777573)"
Ontario,69,2003,14471,11,,,0,0,0,0,0,"(42.761985, -77.496841)","(42.856695, -77.303277)"
Broome,7,2010,13862,47,,,,,,,,"(42.35784, -75.93816)","(42.161977, -75.830291)"
Ulster,111,2003,12515,5,,,0,0,0,0,0,"(41.673, -74.05992)","(41.947232, -74.265447)"
Suffolk,103,2019,11957,5,,,0,0,0,0,0,"(41.15424, -72.24975)","(40.943554, -72.692218)"
Suffolk,103,2020,11934,102,102,0,0,0,0,0,0,"(40.800258, -72.796529)","(40.943554, -72.692218)"
Suffolk,103,2006,11721,38,38,0,0,0,0,0,0,"(40.890176, -73.372822)","(40.943554, -72.692218)"
Chautauqua,13,2014,14138,7,7,0,0,0,0,0,0,"(42.399405, -79.100331)","(42.304216, -79.407595)"
Westchester,119,2012,10708,274,264,10,0,0,0,0,0,"(40.940639, -73.822578)","(41.15277, -73.745912)"
Herkimer,43,2002,13420,1,,,0,0,0,0,0,"(43.650231, -74.989248)","(43.1631, -74.8741)"
Genesee,37,2009,14001,7,7,0,0,0,0,0,0,"(43.016719, -78.510497)","(43.00091, -78.192778)"
Westchester,119,2000,10598,5,,,0,0,0,0,0,"(41.294911, -73.797703)","(41.15277, -73.745912)"
Monroe,55,2016,14420,154,,,,,,,,"(43.214548, -77.929502)","(43.174966, -77.639663)"
Steuben,101,2007,14819,12,12,0,0,0,0,0,0,"(42.201213, -77.462912)","(42.266725, -77.385525)"
Greene,39,2012,12460,2,,,0,0,0,0,0,"(42.411793, -74.148999)","(42.286951, -74.149495)"
Chenango,17,2006,13485,2,,,0,0,0,0,0,"(42.78784, -75.318973)","(42.489732, -75.604905)"
Suffolk,103,2006,11705,66,,,0,0,0,0,0,"(40.746015, -73.053348)","(40.943554, -72.692218)"
Rockland,87,2019,10954,244,,,0,0,0,0,0,"(41.098338, -74.009393)","(41.154785, -74.024772)"
Oneida,65,2006,13042,5,,,0,0,0,0,0,"(43.233646, -75.881359)","(43.242727, -75.434282)"
Chautauqua,13,2002,14718,16,16,0,0,0,0,0,0,"(42.348088, -79.292917)","(42.304216, -79.407595)"
Sullivan,105,2020,12792,3,,,0,0,0,0,0,"(41.521354, -74.929301)","(41.720176, -74.76468)"
Schenectady,93,2006,12027,3,,,0,0,0,0,0,"(42.916475, -73.901761)","(42.817542, -74.043583)"
Greene,39,2017,12470,7,,,0,0,0,0,0,"(42.270473, -74.008879)","(42.286951, -74.149495)"
Cayuga,11,2018,13156,25,,,0,0,0,0,0,"(43.317187, -76.70096)","(43.008546, -76.574587)"
Westchester,119,2014,10578,6,6,0,0,0,0,0,0,"(41.320695, -73.679913)","(41.15277, -73.745912)"
Ulster,111,2010,12525,38,,,0,0,0,0,0,"(41.662675, -74.149433)","(41.947232, -74.265447)"
Erie,29,2008,14224,317,300,17,0,0,0,0,0,"(42.841518, -78.761265)","(42.752759, -78.778192)"
Wyoming,121,2002,14039,1,,,0,0,0,0,0,"(42.837927, -78.171008)","(42.701363, -78.228567)"
Suffolk,103,2013,11784,220,,,,,,,,"(40.871531, -73.043571)","(40.943554, -72.692218)"
Ulster,111,2018,12401,384,355,25,,,,,,"(41.932171, -74.019531)","(41.947232, -74.265447)"
Greene,39,2016,12442,5,,,0,0,0,0,0,"(42.23142, -74.19942)","(42.286951, -74.149495)"
Columbia,21,2005,12534,204,106,86,,,12,0.059,59,"(42.248254, -73.774447)","(42.247729, -73.626805)"
Chautauqua,13,2002,14063,93,80,12,,,,,,"(42.425716, -79.34028)","(42.304216, -79.407595)"
Ontario,69,2020,14548,49,,,0,0,0,0,0,"(42.96318, -77.238668)","(42.856695, -77.303277)"
Nassau,59,2000,11023,3,,,0,0,0,0,0,"(40.798973, -73.733349)","(40.750656, -73.582905)"
Ulster,111,2010,12433,6,,,0,0,0,0,0,"(42.008101, -74.15142)","(41.947232, -74.265447)"
Otsego,77,2019,13796,12,,,0,0,0,0,0,"(42.54372, -75.1407)","(42.629776, -75.028841)"
Cayuga,11,2003,13111,12,,,0,0,0,0,0,"(43.27008, -76.6224)","(43.008546, -76.574587)"
Westchester,119,2015,10705,709,684,20,,,,,,"(40.918301, -73.891148)","(41.15277, -73.745912)"
St. Lawrence,89,2004,13635,6,,,0,0,0,0,0,"(44.30802, -75.25608)","(44.488113, -75.074311)"
Ontario,69,2010,13165,1,,,0,0,0,0,0,"(42.907458, -76.877046)","(42.856695, -77.303277)"
Orleans,73,2007,14571,6,6,0,0,0,0,0,0,"(43.347169, -78.247079)","(43.209007, -78.254897)"
Oneida,65,2011,13301,2,,,0,0,0,0,0,"(43.414193, -75.21042)","(43.242727, -75.434282)"
Steuben,101,2000,14855,2,,,0,0,0,0,0,"(42.103259, -77.528682)","(42.266725, -77.385525)"
Allegany,3,2015,14727,40,,,,,,,,"(42.211225, -78.268103)","(42.247894, -78.026176)"
St. Lawrence,89,2012,12922,1,,,0,0,0,0,0,"(44.272016, -74.712447)","(44.488113, -75.074311)"
Suffolk,103,2007,11940,24,24,0,0,0,0,0,0,"(40.80849, -72.75228)","(40.943554, -72.692218)"
Cayuga,11,2009,13111,8,8,0,0,0,0,0,0,"(43.27008, -76.6224)","(43.008546, -76.574587)"
Schoharie,95,2005,12175,4,,,0,0,0,0,0,"(42.533016, -74.53883)","(42.591294, -74.438172)"
Herkimer,43,2007,13438,4,,,0,0,0,0,0,"(43.333117, -75.200513)","(43.1631, -74.8741)"
Monroe,55,2004,14609,4,,,0,0,0,0,0,"(43.174537, -77.559782)","(43.174966, -77.639663)"
Erie,29,2008,14043,217,206,10,,,,,,"(42.902602, -78.706762)","(42.752759, -78.778192)"
Onondaga,67,2017,13082,20,20,0,0,0,0,0,0,"(43.083758, -75.970572)","(43.00653, -76.196117)"
Nassau,59,2006,11732,27,,,0,0,0,0,0,"(40.846511, -73.536189)","(40.750656, -73.582905)"
Monroe,55,2014,14614,1,,,0,0,0,0,0,"(43.155018, -77.609665)","(43.174966, -77.639663)"
Suffolk,103,2010,11937,168,,,,,,,,"(41.004735, -72.178804)","(40.943554, -72.692218)"
Oneida,65,2015,13323,82,,,0,0,0,0,0,"(43.056309, -75.375791)","(43.242727, -75.434282)"
Chenango,17,2006,13072,6,,,0,0,0,0,0,"(42.763862, -75.753162)","(42.489732, -75.604905)"
Genesee,37,2009,14143,5,,,0,0,0,0,0,"(42.981048, -78.080897)","(43.00091, -78.192778)"
Sullivan,105,2005,12726,3,,,0,0,0,0,0,"(41.75964, -74.79288)","(41.720176, -74.76468)"
Warren,113,2010,12845,36,,,0,0,0,0,0,"(43.41696, -73.6848)","(43.555105, -73.838139)"
Westchester,119,2006,10523,170,158,9,,,,,,"(41.055081, -73.816734)","(41.15277, -73.745912)"
Erie,29,2003,14080,14,14,0,0,0,0,0,0,"(42.640921, -78.538651)","(42.752759, -78.778192)"
Chenango,17,2020,13809,13,,,0,0,0,0,0,"(42.406126, -75.409032)","(42.489732, -75.604905)"
Monroe,55,2020,14559,187,,,0,0,0,0,0,"(43.189174, -77.807274)","(43.174966, -77.639663)"
Nassau,59,2012,11575,290,273,16,,,,,,"(40.679893, -73.59143)","(40.750656, -73.582905)"
Otsego,77,2008,13439,20,,,0,0,0,0,0,"(42.85141, -74.988541)","(42.629776, -75.028841)"
St. Lawrence,89,2016,13608,3,,,0,0,0,0,0,"(44.198498, -75.607636)","(44.488113, -75.074311)"
Broome,7,2010,13826,2,,,0,0,0,0,0,"(42.111157, -75.645249)","(42.161977, -75.830291)"
Cattaraugus,9,2020,14070,21,,,,,,,,"(42.45302, -78.939188)","(42.244853, -78.681006)"
Saratoga,91,2006,12027,31,,,0,0,0,0,0,"(42.916475, -73.901761)","(43.106135, -73.855387)"
Otsego,77,2009,13326,27,,,0,0,0,0,0,"(42.716131, -74.906704)","(42.629776, -75.028841)"
Wyoming,121,2020,14037,16,16,0,0,0,0,0,0,"(42.818365, -78.455883)","(42.701363, -78.228567)"
Nassau,59,2018,11516,162,,,0,0,0,0,0,"(40.627307, -73.720608)","(40.750656, -73.582905)"
Jefferson,45,2011,13691,35,,,0,0,0,0,0,"(44.197024, -75.7963)","(44.0607, -75.9928)"
Suffolk,103,2016,11951,171,,,,,,,,"(40.764527, -72.843517)","(40.943554, -72.692218)"
Seneca,99,2019,14886,4,,,0,0,0,0,0,"(42.521119, -76.643605)","(42.7652, -76.8721)"
Chenango,17,2020,13787,2,,,0,0,0,0,0,"(42.1893, -75.68478)","(42.489732, -75.604905)"
Chenango,17,2005,13841,4,,,0,0,0,0,0,"(42.39744, -75.83658)","(42.489732, -75.604905)"
Suffolk,103,2010,11702,128,128,0,0,0,0,0,0,"(40.694282, -73.327359)","(40.943554, -72.692218)"
Madison,53,2018,13310,8,8,0,0,0,0,0,0,"(42.897902, -75.574398)","(42.910026, -75.663575)"
Nassau,59,2018,11568,19,19,0,0,0,0,0,0,"(40.78278, -73.59024)","(40.750656, -73.582905)"
Oneida,65,2009,13338,12,,,0,0,0,0,0,"(43.44296, -75.207302)","(43.242727, -75.434282)"
Ulster,111,2012,12725,2,,,0,0,0,0,0,"(41.974754, -74.541152)","(41.947232, -74.265447)"
Warren,113,2000,12857,1,,,0,0,0,0,0,"(43.827352, -73.937295)","(43.555105, -73.838139)"
Chautauqua,13,2013,14062,25,,,0,0,0,0,0,"(42.452584, -79.157422)","(42.304216, -79.407595)"
Nassau,59,2014,11803,312,,,,,,,,"(40.780517, -73.478813)","(40.750656, -73.582905)"
Oneida,65,2013,13363,19,,,0,0,0,0,0,"(43.31442, -75.5121)","(43.242727, -75.434282)"
Essex,31,2015,12950,4,,,0,0,0,0,0,"(44.314607, -73.582276)","(44.108971, -73.777573)"
Erie,29,2013,14040,1,,,0,0,0,0,0,"(42.89356, -78.377354)","(42.752759, -78.778192)"
Steuben,101,2019,14879,20,,,0,0,0,0,0,"(42.307167, -77.182785)","(42.266725, -77.385525)"
Madison,53,2014,13425,1,,,0,0,0,0,0,"(42.939058, -75.459424)","(42.910026, -75.663575)"
Dutchess,27,2001,12594,20,,,0,0,0,0,0,"(41.669591, -73.558676)","(41.755009, -73.739951)"
Tioga,107,2007,13811,35,,,0,0,0,0,0,"(42.23238, -76.17642)","(42.1256, -76.3637)"
Niagara,63,2001,14028,13,,,,,,,,"(43.319563, -78.724973)","(43.203001, -78.71083)"
Sullivan,105,2002,12737,6,,,0,0,0,0,0,"(41.476622, -74.789321)","(41.720176, -74.76468)"
Monroe,55,2017,14642,4,,,0,0,0,0,0,"(43.122242, -77.625204)","(43.174966, -77.639663)"
Nassau,59,2009,11040,281,266,14,,,,,,"(40.742887, -73.676015)","(40.750656, -73.582905)"
Rockland,87,2002,10920,116,104,12,0,0,0,0,0,"(41.147711, -73.941171)","(41.154785, -74.024772)"
Onondaga,67,2012,13031,41,,,0,0,0,0,0,"(43.044375, -76.289134)","(43.00653, -76.196117)"
Westchester,119,2016,10804,172,,,0,0,0,0,0,"(40.949073, -73.785808)","(41.15277, -73.745912)"
Dutchess,27,2006,12601,468,342,105,13,8,21,0.045,45,"(41.701664, -73.916805)","(41.755009, -73.739951)"
Livingston,51,2008,14487,49,,,0,0,0,0,0,"(42.811143, -77.668155)","(42.727485, -77.76978)"
Westchester,119,2002,10514,2,,,0,0,0,0,0,"(41.173209, -73.76922)","(41.15277, -73.745912)"
Erie,29,2001,14221,210,189,17,,,,,,"(42.980183, -78.734894)","(42.752759, -78.778192)"
Albany,1,2002,12122,1,,,0,0,0,0,0,"(42.54036, -74.27082)","(42.588271, -73.974014)"
Hamilton,41,2010,12134,1,,,0,0,0,0,0,"(43.234942, -74.156837)","(43.657879, -74.502456)"
Delaware,25,2004,12155,1,,,0,0,0,0,0,"(42.59718, -74.81892)","(42.193987, -74.966728)"
Orleans,73,2003,14105,2,,,0,0,0,0,0,"(43.209014, -78.492391)","(43.209007, -78.254897)"
Jefferson,45,2014,13693,2,,,0,0,0,0,0,"(44.04071, -76.244192)","(44.0607, -75.9928)"
Nassau,59,2018,11542,311,,,0,0,0,0,0,"(40.865104, -73.62706)","(40.750656, -73.582905)"
Putnam,79,2014,12533,2,,,0,0,0,0,0,"(41.57359, -73.796075)","(41.4351, -73.7949)"
Hamilton,41,2006,12134,2,,,0,0,0,0,0,"(43.234942, -74.156837)","(43.657879, -74.502456)"
Chenango,17,2009,13124,2,,,0,0,0,0,0,"(42.638277, -75.820988)","(42.489732, -75.604905)"
Oneida,65,2004,13054,11,,,,,,,,"(43.1418, -75.67002)","(43.242727, -75.434282)"
Cortland,23,2014,13040,30,,,0,0,0,0,0,"(42.562547, -75.928525)","(42.593824, -76.076265)"
Dutchess,27,2010,12522,54,,,0,0,0,0,0,"(41.7177, -73.58208)","(41.755009, -73.739951)"
Essex,31,2013,12936,2,,,0,0,0,0,0,"(44.261839, -73.374299)","(44.108971, -73.777573)"
Tompkins,109,2004,13068,56,,,0,0,0,0,0,"(42.502142, -76.354802)","(42.453281, -76.473712)"
Warren,113,2018,12836,4,,,0,0,0,0,0,"(43.788709, -73.497895)","(43.555105, -73.838139)"
Chautauqua,13,2019,14710,28,,,0,0,0,0,0,"(42.078716, -79.373737)","(42.304216, -79.407595)"
St. Lawrence,89,2003,12930,1,,,0,0,0,0,0,"(44.779444, -74.498056)","(44.488113, -75.074311)"
Erie,29,2002,14208,29,13,15,,,,,,"(42.912922, -78.851613)","(42.752759, -78.778192)"
Wayne,117,2004,13146,22,,,0,0,0,0,0,"(43.103753, -76.760166)","(43.112841, -77.027175)"
Erie,29,2009,14139,29,29,0,0,0,0,0,0,"(42.718999, -78.536856)","(42.752759, -78.778192)"
Westchester,119,2011,10577,17,,,0,0,0,0,0,"(41.041406, -73.715358)","(41.15277, -73.745912)"
Albany,1,2019,12186,46,,,0,0,0,0,0,"(42.62478, -73.9698)","(42.588271, -73.974014)"
Westchester,119,2006,10537,2,,,0,0,0,0,0,"(41.337997, -73.885707)","(41.15277, -73.745912)"
Washington,115,2008,12828,50,39,10,,,,,,"(43.271395, -73.58739)","(43.312377, -73.439428)"
Genesee,37,2002,14058,25,,,0,0,0,0,0,"(43.085396, -78.156946)","(43.00091, -78.192778)"
Albany,1,2018,12205,262,254,6,,,,,,"(42.714746, -73.821155)","(42.588271, -73.974014)"
Washington,115,2018,12861,5,,,0,0,0,0,0,"(43.749622, -73.417889)","(43.312377, -73.439428)"
Onondaga,67,2018,13207,189,160,17,,,12,0.063,63,"(43.017354, -76.167626)","(43.00653, -76.196117)"
Onondaga,67,2008,13224,118,101,14,,,,,,"(43.042678, -76.101087)","(43.00653, -76.196117)"
Greene,39,2017,12473,4,,,0,0,0,0,0,"(42.270121, -74.070612)","(42.286951, -74.149495)"
Monroe,55,2020,14450,410,409,0,,,,,,"(43.087492, -77.432058)","(43.174966, -77.639663)"
Oswego,75,2017,13103,6,6,0,0,0,0,0,0,"(43.324996, -76.098694)","(43.461443, -76.209258)"
Montgomery,57,2010,12137,1,,,0,0,0,0,0,"(42.85572, -74.1279)","(42.900891, -74.435358)"
Warren,113,2012,12853,5,,,0,0,0,0,0,"(43.721592, -73.920875)","(43.555105, -73.838139)"
Fulton,35,2013,12095,117,109,6,,,,,,"(43.02114, -74.3955)","(43.115609, -74.423678)"
Orange,71,2005,12553,270,249,20,,,,,,"(41.4702, -74.07006)","(41.40241, -74.306252)"
Allegany,3,2002,14897,4,,,0,0,0,0,0,"(42.035503, -77.777158)","(42.247894, -78.026176)"
Suffolk,103,2004,11719,34,,,0,0,0,0,0,"(40.779227, -72.915009)","(40.943554, -72.692218)"
Orange,71,2011,10924,81,,,,,,,,"(41.396494, -74.319687)","(41.40241, -74.306252)"
Erie,29,2008,14223,194,180,11,,,,,,"(42.97422, -78.85626)","(42.752759, -78.778192)"
Clinton,19,2003,12985,12,,,0,0,0,0,0,"(44.57898, -73.71612)","(44.75271, -73.705648)"
Suffolk,103,2017,11766,60,59,0,,,,,,"(40.931723, -73.012963)","(40.943554, -72.692218)"
Saratoga,91,2019,12027,29,29,0,0,0,0,0,0,"(42.916475, -73.901761)","(43.106135, -73.855387)"
Chautauqua,13,2001,14738,29,,,0,0,0,0,0,"(42.053607, -79.134602)","(42.304216, -79.407595)"
Onondaga,67,2009,13205,360,285,54,14,7,21,0.058,58,"(43.006472, -76.148241)","(43.00653, -76.196117)"
Saratoga,91,2001,12148,9,,,0,0,0,0,0,"(42.84564, -73.84902)","(43.106135, -73.855387)"
Schenectady,93,2016,12019,9,9,0,0,0,0,0,0,"(42.92172, -73.8906)","(42.817542, -74.043583)"
Wayne,117,2017,14489,73,60,12,,,,,,"(43.087298, -76.996974)","(43.112841, -77.027175)"
Genesee,37,2004,14591,3,,,0,0,0,0,0,"(42.827666, -78.08667)","(43.00091, -78.192778)"
Saratoga,91,2014,12020,342,325,13,,,,,,"(43.005586, -73.860404)","(43.106135, -73.855387)"
Livingston,51,2014,14437,70,,,0,0,0,0,0,"(42.572707, -77.731377)","(42.727485, -77.76978)"
Nassau,59,2019,11596,107,,,0,0,0,0,0,"(40.757885, -73.644633)","(40.750656, -73.582905)"
Columbia,21,2009,12130,9,,,0,0,0,0,0,"(42.442797, -73.657282)","(42.247729, -73.626805)"
Lewis,49,2011,13665,2,,,0,0,0,0,0,"(44.099422, -75.476914)","(43.786397, -75.442617)"
Washington,115,2020,12834,49,,,,,,,,"(43.090326, -73.50008)","(43.312377, -73.439428)"
Sullivan,105,2011,12789,17,17,0,0,0,0,0,0,"(41.693208, -74.58433)","(41.720176, -74.76468)"
Albany,1,2000,12207,18,,,,,,,,"(42.652365, -73.754418)","(42.588271, -73.974014)"
Ulster,111,2016,12484,20,,,0,0,0,0,0,"(41.87634, -74.17554)","(41.947232, -74.265447)"
Washington,115,2012,12827,6,,,,,,,,"(43.4316, -73.50918)","(43.312377, -73.439428)"
Saratoga,91,2015,12019,140,,,0,0,0,0,0,"(42.92172, -73.8906)","(43.106135, -73.855387)"
Monroe,55,2020,14482,1,,,0,0,0,0,0,"(42.96432, -77.9808)","(43.174966, -77.639663)"
Orleans,73,2017,14476,14,,,0,0,0,0,0,"(43.333198, -78.04693)","(43.209007, -78.254897)"
Montgomery,57,2010,13320,1,,,0,0,0,0,0,"(42.796521, -74.756366)","(42.900891, -74.435358)"
Delaware,25,2003,13820,15,,,0,0,0,0,0,"(42.48102, -75.07044)","(42.193987, -74.966728)"
Otsego,77,2006,13335,16,,,,,,,,"(42.697595, -75.238939)","(42.629776, -75.028841)"
Tioga,107,2015,13743,35,35,0,0,0,0,0,0,"(42.217072, -76.337592)","(42.1256, -76.3637)"
Delaware,25,2000,13856,30,18,12,0,0,0,0,0,"(42.246944, -75.189167)","(42.193987, -74.966728)"
Cayuga,11,2008,13166,39,,,0,0,0,0,0,"(43.055291, -76.559355)","(43.008546, -76.574587)"
Warren,113,2011,12810,1,,,0,0,0,0,0,"(43.491212, -73.896855)","(43.555105, -73.838139)"
Otsego,77,2001,13849,21,15,6,0,0,0,0,0,"(42.323762, -75.319978)","(42.629776, -75.028841)"
Livingston,51,2006,14836,5,,,0,0,0,0,0,"(42.543587, -77.919905)","(42.727485, -77.76978)"
Putnam,79,2010,10509,171,165,6,0,0,0,0,0,"(41.422678, -73.599511)","(41.4351, -73.7949)"
Broome,7,2009,13904,99,88,8,,,,,,"(42.12906, -75.82182)","(42.161977, -75.830291)"
Dutchess,27,2002,12603,137,124,13,0,0,0,0,0,"(41.69706, -73.8624)","(41.755009, -73.739951)"
Saratoga,91,2015,12134,9,9,0,0,0,0,0,0,"(43.234942, -74.156837)","(43.106135, -73.855387)"
Onondaga,67,2004,13210,222,149,67,,,6,0.027,27,"(43.034249, -76.126286)","(43.00653, -76.196117)"
Dutchess,27,2012,12531,14,13,0,,,,,,"(41.5047, -73.66164)","(41.755009, -73.739951)"
Sullivan,105,2014,12719,4,,,0,0,0,0,0,"(41.483085, -74.910653)","(41.720176, -74.76468)"
Cayuga,11,2004,13147,10,,,0,0,0,0,0,"(42.78444, -76.56684)","(43.008546, -76.574587)"
Fulton,35,2013,13452,29,,,0,0,0,0,0,"(43.03776, -74.6364)","(43.115609, -74.423678)"
Nassau,59,2008,11030,179,162,15,,,,,,"(40.795533, -73.684954)","(40.750656, -73.582905)"
Delaware,25,2009,13783,14,,,,,,,,"(41.94588, -75.23886)","(42.193987, -74.966728)"
Nassau,59,2005,11566,371,354,16,,,,,,"(40.685085, -73.56071)","(40.750656, -73.582905)"
Oneida,65,2001,13322,5,,,,,,,,"(42.97391, -75.243398)","(43.242727, -75.434282)"
Allegany,3,2012,14822,2,,,0,0,0,0,0,"(42.453413, -77.787943)","(42.247894, -78.026176)"
Chautauqua,13,2020,14723,11,11,0,0,0,0,0,0,"(42.311195, -79.141523)","(42.304216, -79.407595)"
Chenango,17,2010,13040,1,,,0,0,0,0,0,"(42.562547, -75.928525)","(42.489732, -75.604905)"
Saratoga,91,2018,12835,18,18,0,0,0,0,0,0,"(43.336182, -73.985758)","(43.106135, -73.855387)"
Erie,29,2019,14086,351,,,,,,,,"(42.905877, -78.627625)","(42.752759, -78.778192)"
Warren,113,2010,12846,31,,,0,0,0,0,0,"(43.32678, -73.82022)","(43.555105, -73.838139)"
Tioga,107,2005,13864,6,,,0,0,0,0,0,"(42.276942, -76.378237)","(42.1256, -76.3637)"
Steuben,101,2009,14843,158,137,15,,,6,0.038,38,"(42.328714, -77.656438)","(42.266725, -77.385525)"
Lewis,49,2015,13619,25,,,0,0,0,0,0,"(43.980552, -75.620903)","(43.786397, -75.442617)"
Suffolk,103,2017,11715,32,32,0,0,0,0,0,0,"(40.750866, -73.034128)","(40.943554, -72.692218)"
Columbia,21,2005,12136,5,,,0,0,0,0,0,"(42.469547, -73.55641)","(42.247729, -73.626805)"
St. Lawrence,89,2004,12980,1,,,0,0,0,0,0,"(44.656564, -74.564467)","(44.488113, -75.074311)"
Jefferson,45,2005,13606,18,,,0,0,0,0,0,"(43.858497, -76.009224)","(44.0607, -75.9928)"
Orleans,73,2001,14477,12,,,,,,,,"(43.340537, -78.14236)","(43.209007, -78.254897)"
Schenectady,93,2018,12008,4,,,0,0,0,0,0,"(42.854388, -73.904169)","(42.817542, -74.043583)"
Franklin,33,2006,12916,18,,,0,0,0,0,0,"(44.827852, -74.530013)","(44.594374, -74.31067)"
Genesee,37,2005,14416,18,,,0,0,0,0,0,"(43.07373, -77.985432)","(43.00091, -78.192778)"
Clinton,19,2002,12979,10,10,0,0,0,0,0,0,"(44.990534, -73.367171)","(44.75271, -73.705648)"
Albany,1,2017,12207,23,,,,,,,,"(42.652365, -73.754418)","(42.588271, -73.974014)"
Nassau,59,2007,11566,334,302,31,,,,,,"(40.685085, -73.56071)","(40.750656, -73.582905)"
Chemung,15,2005,14812,8,7,0,,,,,,"(42.307691, -76.988302)","(42.155281, -76.747179)"
Erie,29,2011,14226,183,167,14,,,,,,"(42.969504, -78.798576)","(42.752759, -78.778192)"
Jefferson,45,2005,13624,45,,,,,,,,"(44.239325, -76.08045)","(44.0607, -75.9928)"
Essex,31,2007,12956,6,,,,,,,,"(44.078155, -73.517787)","(44.108971, -73.777573)"
Ontario,69,2018,14522,9,9,0,0,0,0,0,0,"(43.068259, -77.224663)","(42.856695, -77.303277)"
St. Lawrence,89,2009,13697,24,,,0,0,0,0,0,"(44.745875, -74.805347)","(44.488113, -75.074311)"
Schuyler,97,2003,14815,2,,,0,0,0,0,0,"(42.390147, -77.083086)","(42.419776, -76.938604)"
Niagara,63,2014,14174,35,,,,,,,,"(43.249215, -79.02603)","(43.203001, -78.71083)"
Suffolk,103,2004,11779,269,256,13,0,0,0,0,0,"(40.81812, -73.1208)","(40.943554, -72.692218)"
Warren,113,2004,12853,11,11,0,0,0,0,0,0,"(43.721592, -73.920875)","(43.555105, -73.838139)"
Cortland,23,2020,13141,8,8,0,0,0,0,0,0,"(42.738644, -76.158017)","(42.593824, -76.076265)"
Cayuga,11,2006,13156,12,,,0,0,0,0,0,"(43.317187, -76.70096)","(43.008546, -76.574587)"
Onondaga,67,2007,13206,209,151,48,,,10,0.048,48,"(43.070202, -76.106706)","(43.00653, -76.196117)"
Steuben,101,2017,14874,2,,,0,0,0,0,0,"(42.531331, -77.171206)","(42.266725, -77.385525)"
Rensselaer,83,2015,12182,150,129,13,,,8,0.053,53,"(42.775992, -73.660085)","(42.710421, -73.513845)"
Chautauqua,13,2006,14767,7,,,0,0,0,0,0,"(42.063643, -79.499075)","(42.304216, -79.407595)"
Nassau,59,2005,11096,89,75,14,0,0,0,0,0,"(40.618459, -73.748859)","(40.750656, -73.582905)"
Nassau,59,2003,11030,17,,,0,0,0,0,0,"(40.795533, -73.684954)","(40.750656, -73.582905)"
Westchester,119,2008,10562,651,575,75,,,,,,"(41.174335, -73.845908)","(41.15277, -73.745912)"
Ulster,111,2010,12542,65,,,0,0,0,0,0,"(41.608715, -73.992141)","(41.947232, -74.265447)"
Oswego,75,2012,13135,35,,,0,0,0,0,0,"(43.2615, -76.32522)","(43.461443, -76.209258)"
Onondaga,67,2008,13041,146,135,10,,,,,,"(43.171563, -76.13194)","(43.00653, -76.196117)"
Lewis,49,2000,13626,16,10,6,0,0,0,0,0,"(43.895883, -75.707121)","(43.786397, -75.442617)"
Wyoming,121,2011,14145,6,6,0,0,0,0,0,0,"(42.73854, -78.42456)","(42.701363, -78.228567)"
Monroe,55,2007,14472,6,6,0,0,0,0,0,0,"(42.970369, -77.596338)","(43.174966, -77.639663)"
Albany,1,2005,12054,154,144,9,,,,,,"(42.60522, -73.87008)","(42.588271, -73.974014)"
Delaware,25,2014,13757,13,13,0,0,0,0,0,0,"(42.415691, -74.888542)","(42.193987, -74.966728)"
Lewis,49,2005,13648,4,,,0,0,0,0,0,"(44.20218, -75.29706)","(43.786397, -75.442617)"
Otsego,77,2005,13342,2,,,0,0,0,0,0,"(42.64075, -75.226719)","(42.629776, -75.028841)"
Dutchess,27,2011,12533,313,,,0,0,0,0,0,"(41.57359, -73.796075)","(41.755009, -73.739951)"
Greene,39,2010,12450,1,,,0,0,0,0,0,"(42.134503, -74.264765)","(42.286951, -74.149495)"
Albany,1,2007,12202,161,108,47,,,6,0.037,37,"(42.639674, -73.769661)","(42.588271, -73.974014)"
Genesee,37,2009,14525,11,,,0,0,0,0,0,"(42.898777, -78.030271)","(43.00091, -78.192778)"
Rockland,87,2013,10986,16,,,0,0,0,0,0,"(41.259488, -73.990449)","(41.154785, -74.024772)"
Franklin,33,2006,12926,13,,,0,0,0,0,0,"(44.94762, -74.3373)","(44.594374, -74.31067)"
St. Lawrence,89,2018,13666,3,,,0,0,0,0,0,"(44.196954, -74.978374)","(44.488113, -75.074311)"
Madison,53,2002,13332,20,8,11,,,,,,"(42.742625, -75.566682)","(42.910026, -75.663575)"
Nassau,59,2005,11758,526,502,24,0,0,0,0,0,"(40.686884, -73.469397)","(40.750656, -73.582905)"
Erie,29,2017,14203,22,,,,,,,,"(42.88215, -78.867026)","(42.752759, -78.778192)"
Chautauqua,13,2018,14136,39,,,0,0,0,0,0,"(42.53635, -79.168058)","(42.304216, -79.407595)"
Westchester,119,2008,10507,73,,,,,,,,"(41.231606, -73.690681)","(41.15277, -73.745912)"
